Module	Section	Sample Name	Source
FastQC	all_sections	GSM3043055_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_cutadapt_bowtie2_bam_qc/GSM3043055_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043091_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_2_fastq.gz_qc/GSM3043091_2_fastqc.zip
FastQC	all_sections	GSM3043091_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_1_fastq.gz_qc/GSM3043091_1_fastqc.zip
FastQC	all_sections	GSM3043091_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_cutadapt_1_fastq.gz_qc/GSM3043091_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043091_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_cutadapt_bowtie2_bam_qc/GSM3043091_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043091_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_cutadapt_2_fastq.gz_qc/GSM3043091_cutadapt_2_fastqc.zip
FastQC	all_sections	GSM3043056_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_2_fastq.gz_qc/GSM3043056_2_fastqc.zip
FastQC	all_sections	GSM3043056_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_cutadapt_1_fastq.gz_qc/GSM3043056_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043056_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_1_fastq.gz_qc/GSM3043056_1_fastqc.zip
FastQC	all_sections	GSM3043056_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_cutadapt_2_fastq.gz_qc/GSM3043056_cutadapt_2_fastqc.zip
FastQC	all_sections	GSM3043056_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_cutadapt_bowtie2_bam_qc/GSM3043056_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043092_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_1_fastq.gz_qc/GSM3043092_1_fastqc.zip
FastQC	all_sections	GSM3043092_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_cutadapt_bowtie2_bam_qc/GSM3043092_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043092_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_cutadapt_1_fastq.gz_qc/GSM3043092_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043092_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_2_fastq.gz_qc/GSM3043092_2_fastqc.zip
FastQC	all_sections	GSM3043092_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_cutadapt_2_fastq.gz_qc/GSM3043092_cutadapt_2_fastqc.zip
