Module	Section	Sample Name	Source
Cutadapt	all_sections	GSM3043103_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043068_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_cutadapt.log
Cutadapt	all_sections	GSM3043068_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043104_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043104_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_2.fastq.gz_trimming_report.txt
FastQC	all_sections	GSM3043067_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_cutadapt_2_fastq.gz_qc/GSM3043067_cutadapt_2_fastqc.zip
FastQC	all_sections	GSM3043067_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_1_fastq.gz_qc/GSM3043067_1_fastqc.zip
FastQC	all_sections	GSM3043067_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_cutadapt_bowtie2_bam_qc/GSM3043067_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043067_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_cutadapt_1_fastq.gz_qc/GSM3043067_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043067_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_2_fastq.gz_qc/GSM3043067_2_fastqc.zip
FastQC	all_sections	GSM3043103_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_cutadapt_1_fastq.gz_qc/GSM3043103_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043103_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_2_fastq.gz_qc/GSM3043103_2_fastqc.zip
FastQC	all_sections	GSM3043103_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_cutadapt_2_fastq.gz_qc/GSM3043103_cutadapt_2_fastqc.zip
FastQC	all_sections	GSM3043103_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_cutadapt_bowtie2_bam_qc/GSM3043103_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043103_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_1_fastq.gz_qc/GSM3043103_1_fastqc.zip
FastQC	all_sections	GSM3043068_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_cutadapt_2_fastq.gz_qc/GSM3043068_cutadapt_2_fastqc.zip
FastQC	all_sections	GSM3043068_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_1_fastq.gz_qc/GSM3043068_1_fastqc.zip
FastQC	all_sections	GSM3043068_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_2_fastq.gz_qc/GSM3043068_2_fastqc.zip
FastQC	all_sections	GSM3043068_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_cutadapt_1_fastq.gz_qc/GSM3043068_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043068_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_cutadapt_bowtie2_bam_qc/GSM3043068_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043104_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_cutadapt_bowtie2_bam_qc/GSM3043104_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043104_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_cutadapt_1_fastq.gz_qc/GSM3043104_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043104_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_2_fastq.gz_qc/GSM3043104_2_fastqc.zip
FastQC	all_sections	GSM3043104_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_1_fastq.gz_qc/GSM3043104_1_fastqc.zip
FastQC	all_sections	GSM3043104_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_cutadapt_2_fastq.gz_qc/GSM3043104_cutadapt_2_fastqc.zip
